,Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
1060,"Glendale, City of",Bromodichloromethane*,6.41 ppb,0.06 ppb,
1061,"Glendale, City of",Chloroform*,11.8 ppb,0.4 ppb,
1062,"Glendale, City of",Dibromoacetic acid*,0.260 ppb,0.04 ppb,
1063,"Glendale, City of",Dibromochloromethane*,2.03 ppb,0.1 ppb,
1064,"Glendale, City of",Dichloroacetic acid*,7.76 ppb,0.2 ppb,
1065,"Glendale, City of",Haloacetic acids (HAA5)*†,14.2 ppb,0.1 ppb,60 ppb
1066,"Glendale, City of",Haloacetic acids (HAA9)*†,14.7 ppb,0.06 ppb,
1067,"Glendale, City of","Radium, combined (-226 &amp; -228)*",0.33 pCi/L,0.05 pCi/L,5 pCi/L
1068,"Glendale, City of",Total trihalomethanes (TTHMs)*†,23.0 ppb,0.15 ppb,80 ppb
1069,"Glendale, City of",Trichloroacetic acid*,4.03 ppb,0.1 ppb,
1070,"Glendale, City of","2,4-D*",0.00417 ppb,20 ppb,70 ppb
1071,"Glendale, City of","4-Androstene-3,17-dione*",0.0270 ppt,,
1072,"Glendale, City of",Antimony*,0.0181 ppb,1 ppb,6 ppb
1073,"Glendale, City of",Barium*,30.9 ppb,700 ppb,"2,000 ppb"
1074,"Glendale, City of",Beryllium*,0.000504 ppb,1 ppb,4 ppb
1075,"Glendale, City of",Bromoform*,0.0303 ppb,0.5 ppb,
1076,"Glendale, City of",Cadmium*,0.00306 ppb,0.04 ppb,5 ppb
1077,"Glendale, City of",Chlorodifluoromethane*,0.00808 ppb,,
1078,"Glendale, City of",Chromium (hexavalent)*,0.0378 ppb,0.02 ppb,
1079,"Glendale, City of",Chromium (total)*,0.185 ppb,,100 ppb
1080,"Glendale, City of",Fluoride*,0.616 ppm,,4 ppm
1081,"Glendale, City of",Manganese*,8.41 ppb,100 ppb,
1082,"Glendale, City of",Mercury (inorganic)*,0.000778 ppb,1.2 ppb,2 ppb
1083,"Glendale, City of",Molybdenum*,6.86 ppb,40 ppb,
1084,"Glendale, City of",Monobromoacetic acid*,0.248 ppb,25 ppb,
1085,"Glendale, City of",Monochloroacetic acid*,0.140 ppb,53 ppb,
1086,"Glendale, City of",Nitrate*,0.0473 ppm,0.14 ppm,10 ppm
1087,"Glendale, City of",Nitrate and nitrite*,0.0504 ppm,0.14 ppm,10 ppm
1088,"Glendale, City of",Selenium*,0.155 ppb,30 ppb,50 ppb
1089,"Glendale, City of",Strontium*,0.171 ppb,"1,500 ppb",
1090,"Glendale, City of",Thallium*,0.000496 ppb,0.1 ppb,2 ppb
1091,"Glendale, City of",Uranium*,0.12 pCi/L,0.43 pCi/L,20 pCi/L
1092,"Glendale, City of",Vanadium*,0.264 ppb,21 ppb,
1093,Glide Water Association,Haloacetic acids (HAA5)†,9.98 ppb,0.1 ppb,60 ppb
1094,Glide Water Association,Total trihalomethanes (TTHMs)†,11.6 ppb,0.15 ppb,80 ppb
1095,Glide Water Association,Nitrate,0.0200 ppm,0.14 ppm,10 ppm
1096,Glide Water Association,None,,,
1097,Lawson Acres Water Association,Haloacetic acids (HAA5)†,70.4 ppb,0.1 ppb,60 ppb
1098,Lawson Acres Water Association,Total trihalomethanes (TTHMs)†,76.0 ppb,0.15 ppb,80 ppb
1099,Lawson Acres Water Association,Nitrate,0.233 ppm,0.14 ppm,10 ppm
1100,Lawson Acres Water Association,None,,,
1101,Milo Academy,Haloacetic acids (HAA5)†,39.4 ppb,0.1 ppb,60 ppb
1102,Milo Academy,Total trihalomethanes (TTHMs)†,22.5 ppb,0.15 ppb,80 ppb
1103,Milo Academy,Fluoride,0.0500 ppm,,4 ppm
1104,Milo Academy,Nitrate,0.0778 ppm,0.14 ppm,10 ppm
1105,Milo Academy,None,,,
1106,"Myrtle Creek, City of",Haloacetic acids (HAA5)†,27.5 ppb,0.1 ppb,60 ppb
1107,"Myrtle Creek, City of",Total trihalomethanes (TTHMs)†,28.3 ppb,0.15 ppb,80 ppb
1108,"Myrtle Creek, City of",Chromium (total),18.5 ppb,,100 ppb
1109,"Myrtle Creek, City of",Nitrate,0.200 ppm,0.14 ppm,10 ppm
1110,"Myrtle Creek, City of",Nitrate and nitrite,0.215 ppm,0.14 ppm,10 ppm
1111,"Myrtle Creek, City of",None,,,
1112,"Oakland, City of",Bromodichloromethane,0.234 ppb,0.06 ppb,
1113,"Oakland, City of",Bromoform,2.68 ppb,0.5 ppb,
1114,"Oakland, City of",Dibromoacetic acid,0.979 ppb,0.04 ppb,
1115,"Oakland, City of",Dibromochloromethane,1.14 ppb,0.1 ppb,
1116,"Oakland, City of",Haloacetic acids (HAA5)†,0.979 ppb,0.1 ppb,60 ppb
1117,"Oakland, City of",Heptachlor epoxide,0.0125 ppb,0.006 ppb,0.2 ppb
1118,"Oakland, City of",Nitrate and nitrite,0.506 ppm,0.14 ppm,10 ppm
1119,"Oakland, City of","Radium, combined (-226 &amp; -228)",2.83 pCi/L,0.05 pCi/L,5 pCi/L
1120,"Oakland, City of",Total trihalomethanes (TTHMs)†,4.06 ppb,0.15 ppb,80 ppb
1121,"Oakland, City of",Fluoride,1.10 ppm,,4 ppm
1122,"Oakland, City of",None,,,
1123,Porter Creek Mobile Home Park,Fluoride,0.130 ppm,,4 ppm
1124,Porter Creek Mobile Home Park,Nitrate,0.0757 ppm,0.14 ppm,10 ppm
1125,Porter Creek Mobile Home Park,None,,,
1126,Pp&l-toketee Village,Haloacetic acids (HAA5)†,4.95 ppb,0.1 ppb,60 ppb
1127,Pp&l-toketee Village,Total trihalomethanes (TTHMs)†,5.00 ppb,0.15 ppb,80 ppb
1128,Pp&l-toketee Village,None,,,
1129,"Reedsport, City of",Bromate,1.69 ppb,0.1 ppb,10 ppb
1130,"Reedsport, City of",Haloacetic acids (HAA5)†,9.79 ppb,0.1 ppb,60 ppb
1131,"Reedsport, City of",Total trihalomethanes (TTHMs)†,36.7 ppb,0.15 ppb,80 ppb
1132,"Reedsport, City of",Nitrate and nitrite,0.0200 ppm,0.14 ppm,10 ppm
1133,"Reedsport, City of",Nitrite,0.0200 ppm,,1 ppm
1134,"Reedsport, City of",None,,,
1135,Rice Hill West Subdivision,None,,,
1136,"Riddle, City of",Haloacetic acids (HAA5)†,24.1 ppb,0.1 ppb,60 ppb
1137,"Riddle, City of",Total trihalomethanes (TTHMs)†,44.1 ppb,0.15 ppb,80 ppb
1138,"Riddle, City of",Nitrate,0.0717 ppm,0.14 ppm,10 ppm
1139,"Riddle, City of",None,,,
1140,Roberts Creek Water District,Haloacetic acids (HAA5)†,38.8 ppb,0.1 ppb,60 ppb
1141,Roberts Creek Water District,Total trihalomethanes (TTHMs)†,50.4 ppb,0.15 ppb,80 ppb
1142,Roberts Creek Water District,Asbestos,0.20 MFL,,7 MFL
1143,Roberts Creek Water District,Nitrate,0.0200 ppm,0.14 ppm,10 ppm
1144,Roberts Creek Water District,p-Dichlorobenzene,0.407 ppb,6 ppb,75 ppb
1145,Roberts Creek Water District,None,,,
1146,South Umpqua Water Association,Haloacetic acids (HAA5)†,27.6 ppb,0.1 ppb,60 ppb
1147,South Umpqua Water Association,Total trihalomethanes (TTHMs)†,43.2 ppb,0.15 ppb,80 ppb
1148,South Umpqua Water Association,Nitrate*,0.0717 ppm,0.14 ppm,10 ppm
1149,South Umpqua Water Association,None,,,
1150,"Sutherlin, City of",Haloacetic acids (HAA5)†,22.8 ppb,0.1 ppb,60 ppb
1151,"Sutherlin, City of",Total trihalomethanes (TTHMs)†,18.0 ppb,0.15 ppb,80 ppb
1152,"Sutherlin, City of",Fluoride,0.135 ppm,,4 ppm
1153,"Sutherlin, City of",Nitrate,0.0725 ppm,0.14 ppm,10 ppm
1154,"Sutherlin, City of",Nitrate and nitrite,0.160 ppm,0.14 ppm,10 ppm
1155,"Sutherlin, City of",Nitrite,0.0500 ppm,,1 ppm
1156,"Sutherlin, City of",None,,,
1157,Tri-city Jw&sa,Haloacetic acids (HAA5)†,20.2 ppb,0.1 ppb,60 ppb
1158,Tri-city Jw&sa,Total trihalomethanes (TTHMs)†,34.7 ppb,0.15 ppb,80 ppb
1159,Tri-city Jw&sa,Nitrate,0.127 ppm,0.14 ppm,10 ppm
1160,Tri-city Jw&sa,None,,,
1161,Umpqua Basin Water Association,Arsenic,1.10 ppb,0.004 ppb,10 ppb
1162,Umpqua Basin Water Association,Haloacetic acids (HAA5)†,33.3 ppb,0.1 ppb,60 ppb
1163,Umpqua Basin Water Association,Total trihalomethanes (TTHMs)†,33.9 ppb,0.15 ppb,80 ppb
1164,Umpqua Basin Water Association,Fluoride,0.0595 ppm,,4 ppm
1165,Umpqua Basin Water Association,Nitrate,0.0171 ppm,0.14 ppm,10 ppm
1166,Umpqua Basin Water Association,Nitrate and nitrite,0.0200 ppm,0.14 ppm,10 ppm
1167,Umpqua Basin Water Association,Nitrite,0.0200 ppm,,1 ppm
1168,Umpqua Basin Water Association,None,,,
1169,Umpqua Ranch Co-op,Haloacetic acids (HAA5)†,15.3 ppb,0.1 ppb,60 ppb
1170,Umpqua Ranch Co-op,Total trihalomethanes (TTHMs)†,16.9 ppb,0.15 ppb,80 ppb
1171,Umpqua Ranch Co-op,Fluoride,0.166 ppm,,4 ppm
1172,Umpqua Ranch Co-op,Nitrate,0.0240 ppm,0.14 ppm,10 ppm
1173,Umpqua Ranch Co-op,None,,,
1174,Union Gap Water,Arsenic,3.94 ppb,0.004 ppb,10 ppb
1175,Union Gap Water,Nitrate,0.403 ppm,0.14 ppm,10 ppm
1176,Union Gap Water,Nitrate and nitrite,0.403 ppm,0.14 ppm,10 ppm
1177,Union Gap Water,Barium,14.5 ppb,700 ppb,"2,000 ppb"
1178,Union Gap Water,Chromium (total),0.700 ppb,,100 ppb
1179,Union Gap Water,Fluoride,0.162 ppm,,4 ppm
1180,Union Gap Water,Manganese,75.4 ppb,100 ppb,
1181,Union Gap Water,"Radium, combined (-226 &amp; -228)",0.09 pCi/L,0.05 pCi/L,5 pCi/L
1182,Union Gap Water,Selenium,0.180 ppb,30 ppb,50 ppb
1183,Union Gap Water,Thallium,0.1000 ppb,0.1 ppb,2 ppb
1184,Union Gap Water,None,,,
1185,Winston-dillard Water District,Haloacetic acids (HAA5)†,38.2 ppb,0.1 ppb,60 ppb
1186,Winston-dillard Water District,Total trihalomethanes (TTHMs)†,44.6 ppb,0.15 ppb,80 ppb
1187,Winston-dillard Water District,Nitrate,0.0250 ppm,0.14 ppm,10 ppm
1188,Winston-dillard Water District,Nitrate and nitrite,0.0433 ppm,0.14 ppm,10 ppm
1189,Winston-dillard Water District,Nitrite,0.0433 ppm,,1 ppm
1190,Winston-dillard Water District,None,,,
1191,"Yoncalla, City of",Haloacetic acids (HAA5)†,14.6 ppb,0.1 ppb,60 ppb
1192,"Yoncalla, City of",Total trihalomethanes (TTHMs)†,30.9 ppb,0.15 ppb,80 ppb
1193,"Yoncalla, City of",Fluoride,0.1000 ppm,,4 ppm
1194,"Yoncalla, City of",Nitrate and nitrite,0.0200 ppm,0.14 ppm,10 ppm
1195,"Yoncalla, City of",Nitrite,0.0200 ppm,,1 ppm
1196,"Yoncalla, City of",None,,,
1197,Baker City,Chromium (hexavalent),0.610 ppb,0.02 ppb,
1198,Baker City,Haloacetic acids (HAA5)†,32.0 ppb,0.1 ppb,60 ppb
1199,Baker City,Total trihalomethanes (TTHMs)†,24.8 ppb,0.15 ppb,80 ppb
1200,Baker City,Barium,117.0 ppb,700 ppb,"2,000 ppb"
1201,Baker City,Chromium (total),0.622 ppb,,100 ppb
1202,Baker City,Molybdenum,0.440 ppb,40 ppb,
1203,Baker City,Nitrate,0.1000 ppm,0.14 ppm,10 ppm
1204,Baker City,Nitrate and nitrite,0.200 ppm,0.14 ppm,10 ppm
1205,Baker City,Nitrite,0.200 ppm,,1 ppm
1206,Baker City,Strontium,0.0536 ppb,"1,500 ppb",
1207,Baker City,Vanadium,1.19 ppb,21 ppb,
1208,Baker City,None,,,
1209,City of La Grande,Arsenic,1.60 ppb,0.004 ppb,10 ppb
1210,City of La Grande,Chromium (hexavalent),0.0524 ppb,0.02 ppb,
1211,City of La Grande,Haloacetic acids (HAA5)†,1.13 ppb,0.1 ppb,60 ppb
1212,City of La Grande,Haloacetic acids (HAA9)†,0.283 ppb,0.06 ppb,
1213,City of La Grande,Total trihalomethanes (TTHMs)†,1.44 ppb,0.15 ppb,80 ppb
1214,City of La Grande,Chlorate,21.2 ppb,210 ppb,
1215,City of La Grande,Chromium (total),0.0399 ppb,,100 ppb
1216,City of La Grande,Germanium,0.371 ppb,,
1217,City of La Grande,Manganese,46.1 ppb,100 ppb,
1218,City of La Grande,Molybdenum,1.14 ppb,40 ppb,
1219,City of La Grande,Nitrate,0.253 ppm,0.14 ppm,10 ppm
1220,City of La Grande,Quinoline,0.00655 ppb,,
1221,City of La Grande,Strontium,0.0486 ppb,"1,500 ppb",
1222,City of La Grande,Tetrachloroethylene (perchloroethylene),0.0857 ppb,0.06 ppb,5 ppb
1223,City of La Grande,Vanadium,2.10 ppb,21 ppb,
1224,City of La Grande,None,,,
1225,"Cove, City of",Arsenic,1.17 ppb,0.004 ppb,10 ppb
1226,"Cove, City of",None,,,
1227,Elgin Water Department,Arsenic,0.767 ppb,0.004 ppb,10 ppb
1228,Elgin Water Department,Barium,27.9 ppb,700 ppb,"2,000 ppb"
1229,Elgin Water Department,Fluoride,0.0950 ppm,,4 ppm
1230,Elgin Water Department,Nitrate,0.00880 ppm,0.14 ppm,10 ppm
1231,Elgin Water Department,None,,,
1232,Flying K Trailer Ranch,Arsenic,1.48 ppb,0.004 ppb,10 ppb
1233,Flying K Trailer Ranch,Haloacetic acids (HAA5)†,5.70 ppb,0.1 ppb,60 ppb
1234,Flying K Trailer Ranch,Nitrate,2.78 ppm,0.14 ppm,10 ppm
1235,Flying K Trailer Ranch,Nitrate and nitrite,1.20 ppm,0.14 ppm,10 ppm
1236,Flying K Trailer Ranch,Total trihalomethanes (TTHMs)†,3.79 ppb,0.15 ppb,80 ppb
1237,Flying K Trailer Ranch,Barium,39.1 ppb,700 ppb,"2,000 ppb"
1238,Flying K Trailer Ranch,Cadmium,0.0625 ppb,0.04 ppb,5 ppb
1239,Flying K Trailer Ranch,Selenium,0.357 ppb,30 ppb,50 ppb
1240,Flying K Trailer Ranch,None,,,
1241,"Haines, City of",Nitrate,0.551 ppm,0.14 ppm,10 ppm
1242,"Haines, City of",Nitrate and nitrite,0.490 ppm,0.14 ppm,10 ppm
1243,"Haines, City of",Barium,306.0 ppb,700 ppb,"2,000 ppb"
1244,"Haines, City of",Chromium (total),1.40 ppb,,100 ppb
1245,"Haines, City of",Ethylbenzene,1.30 ppb,300 ppb,700 ppb
1246,"Haines, City of",Xylenes (total),11.2 ppb,"1,800 ppb","10,000 ppb"
1247,"Haines, City of",None,,,
1248,"Halfway, City of",Nitrate,0.138 ppm,0.14 ppm,10 ppm
1249,"Halfway, City of",None,,,
1250,"Huntington, City of",Haloacetic acids (HAA5)†,5.55 ppb,0.1 ppb,60 ppb
1251,"Huntington, City of",Nitrate,0.258 ppm,0.14 ppm,10 ppm
1252,"Huntington, City of",None,,,
1253,Idaho Power-oxbow Village,Arsenic,1.12 ppb,0.004 ppb,10 ppb
1254,Idaho Power-oxbow Village,Haloacetic acids (HAA5)†,3.95 ppb,0.1 ppb,60 ppb
1255,Idaho Power-oxbow Village,Total trihalomethanes (TTHMs)†,5.01 ppb,0.15 ppb,80 ppb
1256,Idaho Power-oxbow Village,Barium,135.0 ppb,700 ppb,"2,000 ppb"
1257,Idaho Power-oxbow Village,Chromium (total),1.43 ppb,,100 ppb
1258,Idaho Power-oxbow Village,Nitrate,0.181 ppm,0.14 ppm,10 ppm
1259,Idaho Power-oxbow Village,Xylenes (total),1.38 ppb,"1,800 ppb","10,000 ppb"
1260,Idaho Power-oxbow Village,None,,,
1261,"Imbler, City of",Barium,2.95 ppb,700 ppb,"2,000 ppb"
1262,"Imbler, City of",Fluoride,1.49 ppm,,4 ppm
1263,"Imbler, City of",None,,,
1264,Bainbridge Island City Of,Arsenic,3.95 ppb,0.004 ppb,10 ppb
1265,Bainbridge Island City Of,Bromochloroacetic acid,0.490 ppb,0.02 ppb,
1266,Bainbridge Island City Of,Bromodichloromethane,4.27 ppb,0.06 ppb,
1267,Bainbridge Island City Of,Chloroform,15.9 ppb,0.4 ppb,
1268,Bainbridge Island City Of,Dibromochloromethane,1.13 ppb,0.1 ppb,
1269,Bainbridge Island City Of,Dichloroacetic acid,2.51 ppb,0.2 ppb,
1270,Bainbridge Island City Of,Haloacetic acids (HAA5)†,7.10 ppb,0.1 ppb,60 ppb
1271,Bainbridge Island City Of,Haloacetic acids (HAA9)†,9.58 ppb,0.06 ppb,
1272,Bainbridge Island City Of,"Radium, combined (-226 &amp; -228)",0.52 pCi/L,0.05 pCi/L,5 pCi/L
1273,Bainbridge Island City Of,Total trihalomethanes (TTHMs)†,21.8 ppb,0.15 ppb,80 ppb
1274,Bainbridge Island City Of,Trichloroacetic acid,4.58 ppb,0.1 ppb,
1275,Bainbridge Island City Of,Chlorate,140.0 ppb,210 ppb,
1276,Bainbridge Island City Of,Chromium (hexavalent),0.0144 ppb,0.02 ppb,
1277,Bainbridge Island City Of,Fluoride,0.0500 ppm,,4 ppm
1278,Bainbridge Island City Of,Manganese,74.1 ppb,100 ppb,
1279,Bainbridge Island City Of,Molybdenum,1.12 ppb,40 ppb,
1280,Bainbridge Island City Of,Nitrate,0.00343 ppm,0.14 ppm,10 ppm
1281,Bainbridge Island City Of,Nitrate and nitrite,0.0209 ppm,0.14 ppm,10 ppm
1282,Bainbridge Island City Of,Strontium,0.0753 ppb,"1,500 ppb",
1283,Bainbridge Island City Of,Vanadium,0.169 ppb,21 ppb,
1284,Bainbridge Island City Of,None,,,
1285,"North Powder, City Of",Arsenic,2.95 ppb,0.004 ppb,10 ppb
1286,"North Powder, City Of",Total trihalomethanes (TTHMs)†,6.23 ppb,0.15 ppb,80 ppb
1287,"North Powder, City Of",Barium,116.6 ppb,700 ppb,"2,000 ppb"
1288,"North Powder, City Of",Fluoride,0.0750 ppm,,4 ppm
1289,"North Powder, City Of",Nitrate and nitrite,0.00755 ppm,0.14 ppm,10 ppm
1290,"North Powder, City Of",Nitrite,0.00755 ppm,,1 ppm
1291,"North Powder, City Of",None,,,
1292,"Richland, City of",Haloacetic acids (HAA5)†,20.2 ppb,0.1 ppb,60 ppb
1293,"Richland, City of","Radium, combined (-226 &amp; -228)",1.42 pCi/L,0.05 pCi/L,5 pCi/L
1294,"Richland, City of",Total trihalomethanes (TTHMs)†,23.0 ppb,0.15 ppb,80 ppb
1295,"Richland, City of",None,,,
1296,"Sumpter, City of",Haloacetic acids (HAA5)†,32.0 ppb,0.1 ppb,60 ppb
1297,"Sumpter, City of",Total trihalomethanes (TTHMs)†,47.9 ppb,0.15 ppb,80 ppb
1298,"Sumpter, City of",Barium,16.0 ppb,700 ppb,"2,000 ppb"
1299,"Sumpter, City of",Nitrate,0.120 ppm,0.14 ppm,10 ppm
1300,"Sumpter, City of",None,,,
1301,Sundowner Mobile Home Park,Arsenic,1.02 ppb,0.004 ppb,10 ppb
1302,Sundowner Mobile Home Park,Nitrate,1.42 ppm,0.14 ppm,10 ppm
1303,Sundowner Mobile Home Park,Nitrate and nitrite,1.27 ppm,0.14 ppm,10 ppm
1304,Sundowner Mobile Home Park,"Radium, combined (-226 &amp; -228)",2.30 pCi/L,0.05 pCi/L,5 pCi/L
1305,Sundowner Mobile Home Park,Barium,22.9 ppb,700 ppb,"2,000 ppb"
1306,Sundowner Mobile Home Park,None,,,
1307,"Union, City of",Arsenic,3.54 ppb,0.004 ppb,10 ppb
1308,"Union, City of",Haloacetic acids (HAA5)†,1.49 ppb,0.1 ppb,60 ppb
1309,"Union, City of",Total trihalomethanes (TTHMs)†,0.306 ppb,0.15 ppb,80 ppb
1310,"Union, City of",Barium,20.7 ppb,700 ppb,"2,000 ppb"
1311,"Union, City of",Fluoride,0.612 ppm,,4 ppm
1312,"Union, City of",None,,,
1313,"Unity, City of",Arsenic,2.40 ppb,0.004 ppb,10 ppb
1314,"Unity, City of",Nitrate,0.926 ppm,0.14 ppm,10 ppm
1315,"Unity, City of",Nitrate and nitrite,1.12 ppm,0.14 ppm,10 ppm
1316,"Unity, City of",Total trihalomethanes (TTHMs)†,1.25 ppb,0.15 ppb,80 ppb
1317,"Unity, City of",Barium,171.0 ppb,700 ppb,"2,000 ppb"
1318,"Unity, City of",Chromium (total),1.87 ppb,,100 ppb
1319,"Unity, City of",None,,,
1320,Western Heights,Bromodichloromethane,3.53 ppb,0.06 ppb,
1321,Western Heights,Chloroform,6.50 ppb,0.4 ppb,
1322,Western Heights,Dibromochloromethane,2.00 ppb,0.1 ppb,
1323,Western Heights,Dichloroacetic acid,4.00 ppb,0.2 ppb,
1324,Western Heights,Haloacetic acids (HAA5)†,4.50 ppb,0.1 ppb,60 ppb
1325,Western Heights,Nitrate,0.768 ppm,0.14 ppm,10 ppm
1326,Western Heights,"Radium, combined (-226 &amp; -228)",3.20 pCi/L,0.05 pCi/L,5 pCi/L
1327,Western Heights,Total trihalomethanes (TTHMs)†,17.0 ppb,0.15 ppb,80 ppb
1328,Western Heights,Trichloroacetic acid,1.000 ppb,0.1 ppb,
1329,Western Heights,Fluoride,0.705 ppm,,4 ppm
1330,Western Heights,None,,,
1331,Banks Water Department,Haloacetic acids (HAA5)†,6.12 ppb,0.1 ppb,60 ppb
1332,Banks Water Department,Total trihalomethanes (TTHMs)†,8.86 ppb,0.15 ppb,80 ppb
1333,Banks Water Department,Barium,3.50 ppb,700 ppb,"2,000 ppb"
1334,Banks Water Department,Fluoride,0.0390 ppm,,4 ppm
1335,Banks Water Department,Nitrate,0.0855 ppm,0.14 ppm,10 ppm
1336,Banks Water Department,Nitrate and nitrite,0.104 ppm,0.14 ppm,10 ppm
1337,Banks Water Department,None,,,
1338,City of Beaverton,Chromium (hexavalent),0.237 ppb,0.02 ppb,
1339,City of Beaverton,Haloacetic acids (HAA5)†,24.7 ppb,0.1 ppb,60 ppb
1340,City of Beaverton,Haloacetic acids (HAA9)†,30.8 ppb,0.06 ppb,
1341,City of Beaverton,Nitrate,0.515 ppm,0.14 ppm,10 ppm
1342,City of Beaverton,Nitrate and nitrite,0.800 ppm,0.14 ppm,10 ppm
1343,City of Beaverton,Total trihalomethanes (TTHMs)†,33.0 ppb,0.15 ppb,80 ppb
1344,City of Beaverton,Barium,3.65 ppb,700 ppb,"2,000 ppb"
1345,City of Beaverton,Chromium (total),0.310 ppb,,100 ppb
1346,City of Beaverton,Fluoride,0.540 ppm,,4 ppm
1347,City of Beaverton,Manganese,0.968 ppb,100 ppb,
1348,City of Beaverton,Strontium,0.0374 ppb,"1,500 ppb",
1349,City of Beaverton,Vanadium,2.60 ppb,21 ppb,
1350,City of Beaverton,None,,,
1351,City of Cornelius,Chromium (hexavalent),0.154 ppb,0.02 ppb,
1352,City of Cornelius,Haloacetic acids (HAA5)†,24.8 ppb,0.1 ppb,60 ppb
1353,City of Cornelius,Haloacetic acids (HAA9)†,29.5 ppb,0.06 ppb,
1354,City of Cornelius,Total trihalomethanes (TTHMs)†,36.2 ppb,0.15 ppb,80 ppb
1355,City of Cornelius,Chromium (total),0.0644 ppb,,100 ppb
1356,City of Cornelius,Manganese,0.173 ppb,100 ppb,
1357,City of Cornelius,Strontium,0.0350 ppb,"1,500 ppb",
1358,City of Cornelius,Vanadium,0.582 ppb,21 ppb,
1359,City of Cornelius,None,,,
1360,City of Forest Grove,Chromium (hexavalent),0.486 ppb,0.02 ppb,
1361,City of Forest Grove,Haloacetic acids (HAA5)†,22.6 ppb,0.1 ppb,60 ppb
1362,City of Forest Grove,Haloacetic acids (HAA9)†,27.3 ppb,0.06 ppb,
1363,City of Forest Grove,Total trihalomethanes (TTHMs)†,21.5 ppb,0.15 ppb,80 ppb
1364,City of Forest Grove,Chlorate,24.0 ppb,210 ppb,
1365,City of Forest Grove,Chromium (total),0.335 ppb,,100 ppb
1366,City of Forest Grove,Manganese,0.463 ppb,100 ppb,
1367,City of Forest Grove,Nitrate,0.140 ppm,0.14 ppm,10 ppm
1368,City of Forest Grove,Strontium,0.0293 ppb,"1,500 ppb",
1369,City of Forest Grove,Vanadium,0.805 ppb,21 ppb,
1370,City of Forest Grove,None,,,
1371,City of Hillsboro,Chromium (hexavalent),0.145 ppb,0.02 ppb,
1372,City of Hillsboro,Haloacetic acids (HAA5)†,24.0 ppb,0.1 ppb,60 ppb
1373,City of Hillsboro,Haloacetic acids (HAA9)†,26.0 ppb,0.06 ppb,
1374,City of Hillsboro,Nitrate*,0.308 ppm,0.14 ppm,10 ppm
1375,City of Hillsboro,Nitrate and nitrite*,0.323 ppm,0.14 ppm,10 ppm
1376,City of Hillsboro,Total trihalomethanes (TTHMs)†,29.8 ppb,0.15 ppb,80 ppb
1377,City of Hillsboro,Barium*,3.66 ppb,700 ppb,"2,000 ppb"
1378,City of Hillsboro,Chromium (total),0.153 ppb,,100 ppb
1379,City of Hillsboro,Hexachlorocyclopentadiene*,0.00944 ppb,2 ppb,50 ppb
1380,City of Hillsboro,Manganese,0.343 ppb,100 ppb,
1381,City of Hillsboro,Nitrite*,0.000877 ppm,,1 ppm
1382,City of Hillsboro,Strontium,0.0400 ppb,"1,500 ppb",
1383,City of Hillsboro,Vanadium,0.516 ppb,21 ppb,
1384,City of Hillsboro,None,,,
1385,City of Sherwood,Bromate*,1.29 ppb,0.1 ppb,10 ppb
1386,City of Sherwood,Chromium (hexavalent),0.0749 ppb,0.02 ppb,
1387,City of Sherwood,Haloacetic acids (HAA5)†,10.4 ppb,0.1 ppb,60 ppb
1388,City of Sherwood,Haloacetic acids (HAA9)†,7.40 ppb,0.06 ppb,
1389,City of Sherwood,Nitrate and nitrite*,0.499 ppm,0.14 ppm,10 ppm
1390,City of Sherwood,Total trihalomethanes (TTHMs)†,22.4 ppb,0.15 ppb,80 ppb
1391,City of Sherwood,Barium*,5.50 ppb,700 ppb,"2,000 ppb"
1392,City of Sherwood,Chlorate,64.7 ppb,210 ppb,
1393,City of Sherwood,Chromium (total),0.123 ppb,,100 ppb
1394,City of Sherwood,Manganese,6.72 ppb,100 ppb,
1395,City of Sherwood,Nitrate,0.246 ppm,0.14 ppm,10 ppm
1396,City of Sherwood,Strontium,0.0335 ppb,"1,500 ppb",
1397,City of Sherwood,Vanadium,1.30 ppb,21 ppb,
1398,City of Sherwood,None,,,
1399,City of Tigard,Chromium (hexavalent),0.0450 ppb,0.02 ppb,
1400,City of Tigard,Haloacetic acids (HAA5)†,13.8 ppb,0.1 ppb,60 ppb
1401,City of Tigard,Haloacetic acids (HAA9)†,8.92 ppb,0.06 ppb,
1402,City of Tigard,Nitrate,0.812 ppm,0.14 ppm,10 ppm
1403,City of Tigard,Nitrate and nitrite,0.821 ppm,0.14 ppm,10 ppm
1404,City of Tigard,Total trihalomethanes (TTHMs)†,18.6 ppb,0.15 ppb,80 ppb
1405,City of Tigard,Barium,3.23 ppb,700 ppb,"2,000 ppb"
1406,City of Tigard,Chlorate,4.00 ppb,210 ppb,
1407,City of Tigard,Chromium (total),0.116 ppb,,100 ppb
1408,City of Tigard,Manganese,19.8 ppb,100 ppb,
1409,City of Tigard,Nitrite,0.0339 ppm,,1 ppm
1410,City of Tigard,Strontium,0.0314 ppb,"1,500 ppb",
1411,City of Tigard,Vanadium,5.13 ppb,21 ppb,
1412,City of Tigard,None,,,
1413,City of Tualatin,Chromium (hexavalent),0.0540 ppb,0.02 ppb,
1414,City of Tualatin,Haloacetic acids (HAA5)†,23.2 ppb,0.1 ppb,60 ppb
