,Utility name,City,People served,Zip
20,"Sutherlin, City of",Sutherlin,"Population served: 8,060",97443
21,Tri-city Jw&sa,Myrtle Creek,"Population served: 3,500",97443
22,U.S. Forest Service Toketee Ranger Station,Roseburg,Population served: 150,97443
23,U.S. Forest Service Wolf Creek Job Corps,Roseburg,Population served: 291,97443
24,Umpqua Basin Water Association,Roseburg,"Population served: 8,900",97443
25,Umpqua Ranch Co-op,Idleyld,Population served: 161,97443
26,Union Gap Water District,Oakland,Population served: 150,97443
27,,,Population served: 0,97443
28,Winston-dillard Water District,Winston,"Population served: 8,060",97443
29,"Yoncalla, City of",Yoncalla,"Population served: 1,095",97443
0,"Brookings, City of",Brookings,"Population served: 6,336",97444
1,"Gold Beach, City of",Gold Beach,"Population served: 3,000",97444
2,Harbor Water People's Utility District,Harbor,"Population served: 3,190",97444
3,Langlois Water District,Langlois,Population served: 220,97444
4,Nesika Beach-ophir Water District,Gold Beach,"Population served: 1,500",97444
5,Old Sheep Ranch Water Association,Langlois,Population served: 56,97444
6,,,Population served: 0,97444
7,"Port Orford, City of",Port Orford,"Population served: 1,140",97444
8,Rainbow Rock Service Association,Brookings,Population served: 80,97444
9,Rainbow Rock Village Mobile Home Park,Brookings,Population served: 115,97444
10,Saunders Creek Hoc,Gold Beach,Population served: 75,97444
0,Medford Water Commission,"Medford, OR","Population served:91,000",97525
1,Ashland Water Department,"Ashland, OR","Population served:20,700",97525
2,City of Central Point,"Central Point, OR","Population served:17,025",97525
3,"Eagle Point, City of","Eagle Point, OR","Population served:9,697",97525
4,"Talent, City of","Talent, OR","Population served:6,850",97525
5,"Phoenix, City of","Phoenix, OR","Population served:4,603",97525
6,"Jacksonville, City of","Jacksonville, OR","Population served:2,850",97525
7,"Rogue River, City of","Rogue River, OR","Population served:2,250",97525
8,"Gold Hill, City of","Gold Hill, OR","Population served:1,115",97525
9,Hiland Water Company - Shady Cove,"Newberg, OR","Population served:1,000",97525
0,North Clackamas County Water Commission,"Oregon City, OR","Population served:87,700",97028
1,South Fork Water Board,"Oregon City, OR","Population served:65,000",97028
2,Sunrise Water Authority,"Happy Valley, OR","Population served:46,228",97028
3,Clackamas River Water - Clackamas,"Clackamas, OR","Population served:41,338",97028
4,Lake Oswego Municipal Water,"Lake Oswego, OR","Population served:36,453",97028
5,Oregon City,"Oregon City, OR","Population served:33,940",97028
6,Oak Lodge Water District,"Milwaukie, OR","Population served:30,000",97028
7,City of West Linn,"West Linn, OR","Population served:25,002",97028
8,City of Milwaukie,"Milwaukie, OR","Population served:20,500",97028
9,City of Wilsonville,"Wilsonville, OR","Population served:22,729",97028
0,McMinnville Water & Light,"Mcminnville, OR","Population served:33,896",97347
1,City of Newberg,"Newberg, OR","Population served:23,795",97347
2,City of Dallas,"Dallas, OR","Population served:14,700",97347
3,"Monmouth, City of","Monmouth, OR","Population served:9,855",97347
4,Independence Water System,"Independence, OR","Population served:8,600",97347
0,Medford Water Commission,"Medford, OR","Population served:91,000",97526
1,City of Grants Pass,"Grants Pass, OR","Population served:37,088",97526
2,Ashland Water Department,"Ashland, OR","Population served:20,700",97526
3,City of Central Point,"Central Point, OR","Population served:17,025",97526
4,"Eagle Point, City of","Eagle Point, OR","Population served:9,697",97526
5,"Talent, City of","Talent, OR","Population served:6,850",97526
6,"Phoenix, City of","Phoenix, OR","Population served:4,603",97526
7,"Jacksonville, City of","Jacksonville, OR","Population served:2,850",97526
8,"Rogue River, City of","Rogue River, OR","Population served:2,250",97526
9,"Cave Junction, City of","Cave Junction, OR","Population served:1,935",97526
0,Medford Water Commission,"Medford, OR","Population served:91,000",97527
1,City of Grants Pass,"Grants Pass, OR","Population served:37,088",97527
2,Ashland Water Department,"Ashland, OR","Population served:20,700",97527
3,City of Central Point,"Central Point, OR","Population served:17,025",97527
4,"Eagle Point, City of","Eagle Point, OR","Population served:9,697",97527
5,"Talent, City of","Talent, OR","Population served:6,850",97527
6,"Phoenix, City of","Phoenix, OR","Population served:4,603",97527
7,"Jacksonville, City of","Jacksonville, OR","Population served:2,850",97527
8,"Rogue River, City of","Rogue River, OR","Population served:2,250",97527
9,"Cave Junction, City of","Cave Junction, OR","Population served:1,935",97527
0,City of Grants Pass,"Grants Pass, OR","Population served:37,088",97528
1,"Cave Junction, City of","Cave Junction, OR","Population served:1,935",97528
2,Rogue Lea Estates-north/south,"Grants Pass, OR",Population served:350,97528
3,Willow Estates Mobile Home Park,"Grants Pass, OR",Population served:250,97528
4,Redwood Mobile Estates LLC,"Grants Pass, OR",Population served:250,97528
0,Grass Valley Water System,Grass Valley,Population served: 170,97029
1,"Moro, City of",Moro,Population served: 350,97029
2,Rufus Public Works,Rufus,Population served: 270,97029
3,"Wasco, City of",Wasco,Population served: 415,97029
0,Burlington Water District,Newberg,Population served: 340,97030
1,Wapato Moorage Association,Portland,Population served: 74,97030
2,Manna House Church,Portland,Population served: 300,97030
3,City of Troutdale,Troutdale,"Population served: 16,020",97030
4,Corbett Water District,Corbett,"Population served: 3,300",97030
5,Cty of Gresham,Gresham,"Population served: 73,932",97030
6,"Fairview, City of",Fairview,"Population served: 9,176",97030
7,Interlachen Water People's Utility District,Fairview,Population served: 360,97030
8,Lorna Portland Water LLC,Newberg,Population served: 200,97030
9,Lusted Water District,Gresham,"Population served: 1,200",97030
10,Mayfair Moorage Inc.,Portland,Population served: 28,97030
11,Palatine Hill Water District,Portland,"Population served: 1,500",97030
12,Sigler Cove Marina,Scappoose,Population served: 150,97030
13,Pleasant Home Water District,Gresham,"Population served: 1,510",97030
14,Portland Water Bureau,Portland,"Population served: 614,059",97030
15,Rockwood People's Utilities Department,Portland,"Population served: 61,082",97030
16,Rocky Pointe Marina,Portland,Population served: 125,97030
17,Sandy Boulevard Mobile Villa,Fairview,Population served: 225,97030
18,Sauvie Island Moorage,Portland,Population served: 96,97030
19,Terrand Mobile Terrace,Silverton,Population served: 71,97030
20,Valley View Water District,Newberg,"Population served: 1,034",97030
21,"Wood Village, City of",Wood Village,"Population served: 3,907",97030
0,Portland Water Bureau,"Portland, OR","Population served:614,059",97080
1,North Clackamas County Water Commission,"Oregon City, OR","Population served:87,700",97080
2,South Fork Water Board,"Oregon City, OR","Population served:65,000",97080
3,Cty of Gresham,"Gresham, OR","Population served:73,932",97080
4,Rockwood People's Utilities Department,"Portland, OR","Population served:61,082",97080
5,Sunrise Water Authority,"Happy Valley, OR","Population served:46,228",97080
6,Clackamas River Water - Clackamas,"Clackamas, OR","Population served:41,338",97080
7,Lake Oswego Municipal Water,"Lake Oswego, OR","Population served:36,453",97080
8,Oregon City,"Oregon City, OR","Population served:33,940",97080
9,Oak Lodge Water District,"Milwaukie, OR","Population served:30,000",97080
0,Baker City,Baker City,"Population served: 9,890",97833
1,"Haines, City of",Haines,Population served: 415,97833
2,"Halfway, City of",Halfway,Population served: 290,97833
3,"Huntington, City of",Huntington,Population served: 445,97833
4,Idaho Power-oxbow Village,Oxbow,Population served: 75,97833
5,"Richland, City of",Richland,Population served: 245,97833
6,"Sumpter, City of",Sumpter,Population served: 205,97833
7,"Unity, City of",Unity,Population served: 71,97833
8,Western Heights Water Company,Baker City,Population served: 70,97833
0,Baker City,Baker City,"Population served: 9,890",97834
1,"Haines, City of",Haines,Population served: 415,97834
2,"Halfway, City of",Halfway,Population served: 290,97834
3,"Huntington, City of",Huntington,Population served: 445,97834
4,Idaho Power-oxbow Village,Oxbow,Population served: 75,97834
5,"Richland, City of",Richland,Population served: 245,97834
6,"Sumpter, City of",Sumpter,Population served: 205,97834
7,"Unity, City of",Unity,Population served: 71,97834
8,Western Heights Water Company,Baker City,Population served: 70,97834
0,City of Albany,"Albany, OR","Population served:56,100",97348
1,City of Lebanon,"Lebanon, OR","Population served:15,518",97348
2,"Sweet Home, City of","Lebanon, OR","Population served:9,065",97348
3,"Harrisburg, City of","Harrisburg, OR","Population served:3,650",97348
4,Lyons Mehama Water District,"Lyons, OR","Population served:1,300",97348
0,Arch Cape Water District,Arch Cape,Population served: 150,97121
1,"Astoria, City of",Astoria,"Population served: 9,802",97121
2,Burnside Water Association,Astoria,Population served: 315,97121
3,"Cannon Beach, City of",Cannon Beach,"Population served: 1,710",97121
4,Elderberry Nehalem Ws,Seaside,Population served: 140,97121
5,Evergreen Acres,Seaside,Population served: 100,97121
6,Fernhill Community Water System,Astoria,Population served: 300,97121
7,Gearhart Water Department,Gearhart,"Population served: 1,465",97121
8,John Day Water District,Astoria,Population served: 350,97121
9,Knappa Water Association,Astoria,"Population served: 1,800",97121
10,Olney-walluski Water Association,Astoria,Population served: 530,97121
11,Seaside Water Department,Seaside,"Population served: 6,605",97121
12,Stanley Acres Water Association,Seaside,Population served: 315,97121
13,Sunset Lake Rv Park,Redmond,Population served: 170,97121
14,"Warrenton, City of",Warrenton,"Population served: 9,100",97121
15,Wauna Water District,Westport,Population served: 188,97121
16,Westport Heights,Westport,Population served: 90,97121
17,Westport Water Association,Westport,Population served: 550,97121
18,Wickiup Water District,Astoria,"Population served: 1,590",97121
19,Willow Dale Water District,Astoria,Population served: 300,97121
20,Youngs River Lewis & Clark Water District,Astoria,"Population served: 2,530",97121
0,Portland Water Bureau,"Portland, OR","Population served:614,059",97086
1,North Clackamas County Water Commission,"Oregon City, OR","Population served:87,700",97086
2,South Fork Water Board,"Oregon City, OR","Population served:65,000",97086
3,Cty of Gresham,"Gresham, OR","Population served:73,932",97086
4,Rockwood People's Utilities Department,"Portland, OR","Population served:61,082",97086
5,Sunrise Water Authority,"Happy Valley, OR","Population served:46,228",97086
6,Clackamas River Water - Clackamas,"Clackamas, OR","Population served:41,338",97086
7,Lake Oswego Municipal Water,"Lake Oswego, OR","Population served:36,453",97086
8,Oregon City,"Oregon City, OR","Population served:33,940",97086
9,Oak Lodge Water District,"Milwaukie, OR","Population served:30,000",97086
0,Eugene Water & Electric Board,"Eugene, OR","Population served:168,000",97446
1,Springfield Utility Board,"Springfield, OR","Population served:59,500",97446
2,City of Albany,"Albany, OR","Population served:56,100",97446
3,City of Lebanon,"Lebanon, OR","Population served:15,518",97446
4,"Cottage Grove, City of","Cottage Grove, OR","Population served:10,005",97446
5,"Sweet Home, City of","Lebanon, OR","Population served:9,065",97446
6,"Florence, City of","Florence, OR","Population served:8,850",97446
7,Rainbow Water District,"Springfield, OR","Population served:6,300",97446
8,Junction City Water Utilities,"Junction City, OR","Population served:3,011",97446
9,"Creswell, City of","Creswell, OR","Population served:5,075",97446
0,"Tillamook Water Department, City of","Tillamook, OR","Population served:4,885",97122
1,Manzanita Water Department,"Manzanita, OR","Population served:3,200",97122
2,Rockaway Beach Water District,"Rockaway Beach, OR","Population served:2,600",97122
3,Netarts Water District,"Netarts, OR","Population served:1,800",97122
4,"Nehalem, City of","Nehalem, OR","Population served:1,700",97122
0,City of Pendleton,"Pendleton, OR","Population served:17,310",97835
1,City of Hermiston,"Hermiston, OR","Population served:18,200",97835
2,"Milton-freewater, City Of","Milton-freewater, OR","Population served:7,070",97835
3,"Umatilla, City of","Umatilla, OR","Population served:6,980",97835
4,"Stanfield, City of","Stanfield, OR","Population served:2,115",97835
0,Black Mountain Water District,Heppner,Population served: 43,97836
1,"Boardman, City of",Boardman,"Population served: 3,500",97836
2,Country Garden Estates Mobile Home Park,Irrigon,Population served: 175,97836
3,"Heppner, City of",Heppner,"Population served: 1,291",97836
4,"Ione, City of",Ione,Population served: 330,97836
5,"Irrigon, City of",Irrigon,"Population served: 1,885",97836
6,"Lexington, City Of",Lexington,Population served: 255,97836
0,Baker City,Baker City,"Population served: 9,890",97837
1,"Haines, City of",Haines,Population served: 415,97837
2,"Halfway, City of",Halfway,Population served: 290,97837
3,"Huntington, City of",Huntington,Population served: 445,97837
4,Idaho Power-oxbow Village,Oxbow,Population served: 75,97837
5,"Richland, City of",Richland,Population served: 245,97837
